yyyymm,price_index,sgg
200905,86.2,중랑구
200906,86.2,중랑구
200907,86.2,중랑구
200908,86.3,중랑구
200909,86.6,중랑구
200910,86.9,중랑구
200911,86.9,중랑구
200912,87.2,중랑구
200901,86.9,중랑구
201002,87.3,중랑구
201003,87.3,중랑구
201004,87.2,중랑구
201005,87.2,중랑구
201006,87.1,중랑구
201007,87.1,중랑구
201008,87,중랑구
201009,87,중랑구
201010,86.9,중랑구
201011,87,중랑구
201012,87.1,중랑구
201001,87.2,중랑구
201102,87.4,중랑구
201103,87.5,중랑구
201104,88,중랑구
201105,88,중랑구
201106,87.9,중랑구
201107,87.9,중랑구
201108,87.8,중랑구
201109,87.7,중랑구
201110,87.7,중랑구
201111,87.7,중랑구
201112,87.6,중랑구
201101,87.2,중랑구
201202,87.6,중랑구
201203,87.5,중랑구
201204,87.4,중랑구
201205,87.1,중랑구
201206,87,중랑구
201207,86.7,중랑구
201208,86.3,중랑구
201209,85.9,중랑구
201210,85.8,중랑구
201211,85.5,중랑구
201212,85.3,중랑구
201201,87.6,중랑구
201302,84.8,중랑구
201303,84.8,중랑구
201304,84.8,중랑구
201305,84.6,중랑구
201306,84.2,중랑구
201307,84,중랑구
201308,83.7,중랑구
201309,83.6,중랑구
201310,83.5,중랑구
201311,83.6,중랑구
201312,83.5,중랑구
201301,84.9,중랑구
201402,83.5,중랑구
201403,83.6,중랑구
201404,83.7,중랑구
201405,83.7,중랑구
201406,83.7,중랑구
201407,83.7,중랑구
201408,83.6,중랑구
201409,83.6,중랑구
201410,83.7,중랑구
201411,83.7,중랑구
201412,83.6,중랑구
201401,83.5,중랑구
201502,83.7,중랑구
201503,83.9,중랑구
201504,84.1,중랑구
201505,84.5,중랑구
201506,84.8,중랑구
201507,85.1,중랑구
201508,85.4,중랑구
201509,85.7,중랑구
201510,86,중랑구
201511,86.4,중랑구
201512,86.6,중랑구
201501,83.7,중랑구
201602,86.9,중랑구
201603,86.8,중랑구
201604,86.8,중랑구
201605,86.9,중랑구
201606,87.1,중랑구
201607,87.2,중랑구
201608,87.5,중랑구
201609,87.7,중랑구
201610,88.1,중랑구
201611,88.6,중랑구
201612,88.6,중랑구
201601,86.8,중랑구
201702,88.6,중랑구
201703,88.6,중랑구
201704,88.7,중랑구
201705,88.8,중랑구
201706,89.3,중랑구
201707,89.8,중랑구
201708,90.4,중랑구
201709,90.7,중랑구
201710,91.2,중랑구
201711,91.5,중랑구
201712,91.7,중랑구
201701,88.6,중랑구
201802,92.6,중랑구
201803,93.5,중랑구
201804,94,중랑구
201805,94.2,중랑구
201806,94.3,중랑구
201807,94.9,중랑구
201808,95.3,중랑구
201809,97.9,중랑구
201810,99.4,중랑구
201811,99.8,중랑구
201812,100,중랑구
201801,92.2,중랑구
201901,100,중랑구
201902,100.1,중랑구
201903,100,중랑구
201904,100,중랑구
201905,100,중랑구
201906,100,중랑구
201907,100.1,중랑구
201908,100.5,중랑구
